longitude,latitude,nptype,objid,yyymm,view_cnt,date_created,last_updated,man_created,providers,name,postcode,cntcode,addr,phone,fax,link,x,y,geom_twnspcode,man_last_updated
120.39855008758813,22.482557552760916,NP500,268612640,10411,54,"Nov 5, 2015 2:35:57 PM","Jul 2, 2018 4:11:04 PM",系統管理員,中華民國全國漁會官網,林園區漁會,83244,64000,高雄市林園區鳳芸村漁港路2號,07-643-2763.07-643-2782,07-6426225,http://www.naffic.org.tw/default2.aspx?EpfJdId9UuAsXUMmgmlARNMWj4N6%2FX9m,188110.683,2487111.283,6401300,
120.34028098001926,22.554858484298475,NP500,268612567,10411,50,"Nov 5, 2015 2:35:51 PM","Jul 2, 2018 4:11:07 PM",系統管理員,中華民國全國漁會官網,小港區漁會,81242,64000,高雄市小港區光和路100號,07-821-3399,07-821-1590,http://www.naffic.org.tw/default2.aspx?EpfJdId9UuCM43XlWesODZRzBQBTuvGC,182149.906,2495142.509,6401100,
120.19290609394103,22.993606665364318,NP500,268612625,10411,77,"Nov 5, 2015 2:35:56 PM","Aug 12, 2018 4:53:59 PM",系統管理員,中華民國全國漁會官網,南市區漁會,70055,67000,台南市中西區中正路379號,06-222-2210,06-241-0529,http://www.fast.org.tw/d50/index.html,167257.15,2543802.83,6703700,
121.92624014884674,25.055883736058494,NP500,268612577,10411,112,"Nov 5, 2015 2:35:52 PM","Aug 10, 2018 9:07:07 AM",系統管理員,中華民國全國漁會官網,貢寮區漁會,22844,65000,新北市貢寮區真理村新港街55號,02-2490-1193.02-2490-1105,02-2490-1760,http://www.klfashop.org.tw,343454.972,2772287.298,6502600,
120.21150071247853,22.875917072718615,NP500,268612629,10411,77,"Nov 5, 2015 2:35:56 PM","Aug 10, 2018 8:56:07 AM",系統管理員,中華民國全國漁會官網,興達港區漁會,85243,64000,高雄市茄萣區崎漏村東方路一段239號,07-698-8233~4.07-690-5387~8,07-698-8237,http://www.sdh.org.tw/main/,169093.649,2530759.588,6402600,
120.52104694366177,24.29306724518449,NP500,268612604,10411,58,"Nov 5, 2015 2:35:54 PM","Jul 2, 2018 4:09:26 PM",系統管理員,中華民國全國漁會官網,台中區漁會,43650,66000,台中市清水鎮海濱里北堤路30號,04-2657-1586,04-2657-1589,http://www.tcfish.org.tw,201381.161,2687563.708,6601200,
121.41140634770561,25.183719539923295,NP500,268612587,10411,98,"Nov 5, 2015 2:35:53 PM","Aug 30, 2018 11:41:31 PM",系統管理員,中華民國全國漁會官網,淡水區漁會,25155,65000,新北市淡水區沙崙里觀海路199號,02-2805-5000.02-2805-7000,02-2805-1034,http://www.ts-fa.org.tw/,291465.62,2786190.27,6501000,
121.68810080746312,25.202918411132806,NP500,268612582,10411,57,"Nov 5, 2015 2:35:52 PM","Jul 2, 2018 4:09:28 PM",系統管理員,中華民國全國漁會官網,萬里區漁會,20744,65000,新北市萬里區野柳村港西路56之1號,02-24921180~1,02-2492-1106,http://wanli.twefish.com.tw/modules/tinyd0/index.php?id=16,319343.453,2788430.796,6502800,
118.41040094844243,24.43172494839478,NP500,268612667,10411,158,"Nov 5, 2015 2:35:59 PM","Aug 30, 2018 1:49:15 PM",系統管理員,中華民國全國漁會官網,金門區漁會,89101,09020,金門縣金湖鎮新湖漁港1號,082-333-626,082-332-695,http://www.kmfisher.org.tw/aboutus-1.php,-12642.783,2705292.811,0902003,系統管理員
121.48800579247468,25.066615949111583,NP500,268612559,10411,39,"Nov 5, 2015 2:35:51 PM","Aug 10, 2018 11:24:13 PM",系統管理員,中華民國全國漁會官網,中華民國全國漁會,24162,65000,新北市三重區力行路一段六號,02-8985-3966,02-2986-4125,http://www.rocnfa.org.tw,299233.094,2773244.929,6500200,
