longitude,latitude,nptype,objid,yyymm,view_cnt,date_created,last_updated,man_created,providers,name,postcode,cntcode,addr,phone,fax,link,x,y,geom_twnspcode,man_last_updated
121.61297815933469,25.055203804757173,NP400,268613010,10411,0,"Nov 5, 2015 2:36:42 PM","Nov 5, 2015 2:36:42 PM",系統管理員,中華民國農會官網,南港區農會,115,63000,台北市南港路一段173號,02-27836121,02-27888480,http://www.nkfa.org.tw/,311847.1,2772032.167,6300900,
121.58890298702158,25.08154080467923,NP400,268613011,10411,0,"Nov 5, 2015 2:36:42 PM","Nov 5, 2015 2:36:42 PM",系統管理員,中華民國農會官網,內湖區農會,114,63000,台北市內湖路二段334號,02-27900138,02-27941579,http://www.tfa.org.tw/nh/,309405.248,2774938.637,6301000,
121.71378292909664,25.097454998983842,NP400,268612996,10411,0,"Nov 5, 2015 2:36:41 PM","Nov 5, 2015 2:36:41 PM",系統管理員,中華民國農會官網,基隆市農會,206,10017,基隆市七堵區明德一路149號,02-24567156,02-24569836,http://www.keelungfa.com.tw/,321993.511,2776762.142,1001702,
121.5755493196891,25.04985058792015,NP400,268612999,10411,3,"Nov 5, 2015 2:36:41 PM","May 29, 2018 1:15:13 PM",系統管理員,中華民國農會官網,松山區農會,105,63000,台北市八德路四段656-1號4樓,02-27531013,02-27650189,http://www.ssfa.org.tw/,308073.114,2771422.623,6300100,
120.1418224534742,23.143156641765792,NP400,268613482,10411,14,"Nov 5, 2015 2:37:19 PM","Oct 23, 2018 1:49:29 AM",系統管理員,中華民國農會官網,七股區農會,724,67000,台南市七股區大埕里272號,06-7871711,06-7874502,http://www.naffic.org.tw/default2.aspx?EpfJdId9UuDNxO/lymW0E51XxiHGriKY,162117.02,2560394.11,6701500,
119.93755370447998,26.152763178564243,NP400,268613778,10411,195,"Nov 5, 2015 2:37:46 PM","Oct 16, 2018 4:47:13 PM",系統管理員,中華民國農會官網,連江縣農會,209,09007,連江縣馬祖南竿鄉清水村100號,0836-22076,0836-25179,,143775.131,2893903.831,0900701,
121.37618060662867,24.93357205665683,NP400,268613021,10411,3,"Nov 5, 2015 2:36:43 PM","Jun 4, 2018 12:22:01 PM",系統管理員,中華民國農會官網,三峽區農會,237,65000,新北市三峽區長泰街96號,02-26711002,02-86743029,http://www.shefa.org.tw/,287992.236,2758472.494,6500900,系統管理員
118.32048212343155,24.43314621156229,NP400,268613780,10411,172,"Nov 5, 2015 2:37:46 PM","Sep 17, 2018 7:25:12 PM",系統管理員,中華民國農會官網,金門縣農會,893,09020,金門縣金城鎮民生路6號,082-327325,082-325383,http://www.kmfa.org.tw/,-21763.828,2705623.985,0902001,
120.54101992011276,22.97340281472395,NP400,268613590,10411,0,"Nov 5, 2015 2:37:28 PM","Nov 5, 2015 2:37:28 PM",系統管理員,中華民國農會官網,杉林區農會,846,64000,高雄市杉林區上平里山仙路32號,07-6772210,07-6771147,http://220.130.152.70/default2.aspx?EpfJdId9UuDgTsKqUWAq9P8tgTcbwpYS,202939.338,2541411.515,6403400,
121.16427278865412,23.04789938918226,NP400,268613662,10411,0,"Nov 5, 2015 2:37:34 PM","Nov 5, 2015 2:37:34 PM",系統管理員,中華民國農會官網,關山鎮農會,956,10014,台東縣關山鎮和平路78號,089-811680,089-814229,http://www.ksfa.org.tw/,266834.047,2549596.627,1001403,
121.20320585886795,23.112336572466123,NP400,268613665,10411,0,"Nov 5, 2015 2:37:34 PM","Nov 5, 2015 2:37:34 PM",系統管理員,中華民國農會官網,池上鄉農會,958,10014,台東縣池上鄉新興村7鄰85-6號,089-862643,089-864303,http://www.csfa.org.tw/shop/,270813.849,2556737.058,1001406,
121.0749353391334,24.828381645138144,NP400,268613089,10411,37,"Nov 5, 2015 2:36:49 PM","Apr 17, 2018 9:31:53 AM",系統管理員,中華民國農會官網,新埔鎮農會,305,10004,新竹縣新埔鎮新民里中正路582號,03-5882002,03-5881554,http://www.hpm.org.tw/,257574.447,2746771.101,1000403,
121.52539270389227,25.093343492469202,NP400,268613007,10411,1,"Nov 5, 2015 2:36:42 PM","Feb 25, 2017 8:58:28 AM",系統管理員,中華民國農會官網,士林區農會,111,63000,台北市士林區文林路342號,02-28828959,02-28828958,http://www.slfa.org.tw/,302993.479,2776219.565,6301100,
120.78729009841567,24.61506178917404,NP400,268613112,10411,51,"Nov 5, 2015 2:36:51 PM","Oct 27, 2017 10:16:08 AM",系統管理員,中華民國農會官網,後龍鎮農會,356,10005,苗栗縣後龍鎮中華路153號,037-727111-3,037-723640,http://www.houlung.org.tw/,228462.62,2723158.86,1000506,
121.43273544806506,25.061404876053956,NP400,268613050,10411,2,"Nov 5, 2015 2:36:46 PM","Apr 21, 2017 1:20:29 PM",系統管理員,中華民國農會官網,泰山區農會,243,65000,新北市泰山區明志路一段205號,02-22977299,02-22963074,http://taishan.tpcgo.org.tw/,293658.848,2772648.743,6501600,
120.65840481690738,24.258238453266905,NP400,268613172,10411,1,"Nov 5, 2015 2:36:55 PM","Oct 9, 2017 3:06:58 PM",系統管理員,中華民國農會官網,神岡區農會,429,66000,台中市神岡區神清路35號,04-25622551,04-25613171,http://www.fast.org.tw/l20/,215315.126,2683665.257,6601600,
121.08625198712474,24.73960131495892,NP400,268613092,10411,53,"Nov 5, 2015 2:36:49 PM","Mar 11, 2018 2:06:00 PM",系統管理員,中華民國農會官網,竹東地區農會,310,10004,新竹縣竹東鎮東寧路三段130號,03-5963131-4,03-5963261,http://www.cdfa.org.tw/,258724.537,2736938.584,1000402,
121.17680523593442,24.79175510993628,NP400,268613091,10411,71,"Nov 5, 2015 2:36:49 PM","Sep 16, 2018 1:03:00 AM",系統管理員,中華民國農會官網,關西鎮農會,306,10004,新竹縣關西鎮北斗里6鄰中興路5號,03-5878621,03-5873396,http://www.guansi.org.tw/,267876.701,2742723.869,1000404,
121.5389527678656,24.960410981358297,NP400,268613035,10411,2,"Nov 5, 2015 2:36:44 PM","Aug 2, 2017 9:25:19 AM",系統管理員,中華民國農會官網,新店地區農會,231,65000,新北市新店區光明街98號,02-29106666,02-29133671,http://www.sindian.org.tw/,304419.829,2761500.633,6500600,
121.47582777962788,25.08150648915638,NP400,268613042,10411,1,"Nov 5, 2015 2:36:45 PM","Mar 9, 2018 11:35:38 AM",系統管理員,中華民國農會官網,蘆洲區農會,247,65000,新北市蘆洲區中山一路129號,02-82820777,02-22837090,http://www.lujhou-farmers.com/,297998.676,2774889.907,6501400,
121.50092208633662,25.133103188904474,NP400,268613013,10411,1,"Nov 5, 2015 2:36:42 PM","Oct 6, 2018 10:17:42 PM",系統管理員,中華民國農會官網,北投區農會,112,63000,台北市北投區光明路96號,02-28924185,02-28924221,http://www.btfa.tw/,300508.879,2780614.221,6301200,
121.67495376023759,24.98416774564133,NP400,268613073,10411,1,"Nov 5, 2015 2:36:47 PM","Apr 12, 2017 10:30:46 AM",系統管理員,中華民國農會官網,石碇區農會,223,65000,新北市石碇區潭邊里湳窟路6號,02-26631214,02-26631645,http://www.shrding.org.tw/,318139.578,2764193.476,6501900,
121.61639827600607,25.002851171889784,NP400,268613070,10411,1,"Nov 5, 2015 2:36:47 PM","Apr 12, 2017 10:30:55 AM",系統管理員,中華民國農會官網,深坑區農會,222,65000,新北市深坑區深坑里深坑街8號,02-26623226-8,02-26624638,http://shenkeng.tpcgo.org.tw/web/Home?FP=1064,312218.58,2766234.823,6501800,
121.44355050839214,25.169519706062513,NP400,268613055,10411,2,"Nov 5, 2015 2:36:46 PM","Sep 28, 2018 9:19:47 AM",系統管理員,中華民國農會官網,淡水區農會,251,65000,新北市淡水區中正路42之1號,02-26202290,02-26221791,http://www.tsfa.tw/,294710.648,2784627.689,6501000,
121.35510322722915,24.95535598136812,NP400,268613020,10411,1,"Nov 5, 2015 2:36:43 PM","Apr 12, 2017 10:31:00 AM",系統管理員,中華民國農會官網,鶯歌區農會,239,65000,新北市鶯歌區建國路66號,02-26706262,02-26706270,http://www.yingge.org.tw/,285857.208,2760879.606,6500800,
121.80860087734189,25.108970608692612,NP400,268613066,10411,1,"Nov 5, 2015 2:36:47 PM","Apr 12, 2017 10:31:03 AM",系統管理員,中華民國農會官網,瑞芳地區農會,224,65000,新北市瑞芳區龍潭里逢甲路39號,02-24972760,02-24977387,http://rueifang.tpcgo.org.tw/,331549.778,2778091.628,6501200,
121.39113876078915,25.078198334441847,NP400,268613047,10411,1,"Nov 5, 2015 2:36:45 PM","Apr 12, 2017 10:31:05 AM",系統管理員,中華民國農會官網,林口區農會,244,65000,新北市林口區西林里1鄰林口路29號,02-26011226,02-26011011,http://linkou.tpcgo.org.tw/,289456.717,2774496.081,6501700,
120.98523866411264,24.903321061858556,NP400,268613084,10411,51,"Nov 5, 2015 2:36:48 PM","Feb 14, 2018 12:50:14 PM",系統管理員,中華民國農會官網,新豐鄉農會,304,10004,新竹縣新豐鄉重興村新庄路293號,03-5576369,03-5592719,http://www.sfs.org.tw/,248508.827,2755069.378,1000406,
121.55318306533482,25.020441615586297,NP400,268613001,10411,1,"Nov 5, 2015 2:36:41 PM","Jan 12, 2018 3:45:14 PM",系統管理員,中華民國農會官網,臺北市大安區農會,106,63000,台北市大安區安居街60巷18號1樓,(02)27325237,(02)27358019,http://www.tfa.org.tw/9fa/daan/,305829.615,2768155.706,6300300,
121.63629115231267,25.222639445371783,NP400,268613068,10411,2,"Nov 5, 2015 2:36:47 PM","May 18, 2018 1:40:32 PM",系統管理員,中華民國農會官網,金山地區農會,208,65000,新北市金山區美田里中山路267號,02-24981100-7,02-24987101,http://www.kingsan.com.tw/,314111.85,2790589.585,6502700,
121.08038540145716,24.7742311714955,NP400,268613100,10411,55,"Nov 5, 2015 2:36:50 PM","Mar 11, 2018 8:08:35 AM",系統管理員,中華民國農會官網,芎林鄉農會,307,10004,新竹縣芎林鄉文林村6鄰文昌街120號,03-5921173,03-5924259,http://www.clfa.org.tw/,258128.868,2740773.766,1000407,
121.2290920753024,22.875144393485815,NP400,268613667,10411,0,"Nov 5, 2015 2:37:34 PM","Nov 5, 2015 2:37:34 PM",系統管理員,中華民國農會官網,東河鄉農會,959,10014,台東縣東河鄉都蘭村203號,089-531189,089-531640,http://v13.fast.org.tw/index.asp,273506.34,2530475.872,1001407,
121.38006673136222,23.101282787066058,NP400,268613669,10411,0,"Nov 5, 2015 2:37:34 PM","Nov 5, 2015 2:37:34 PM",系統管理員,中華民國農會官網,成功鎮農會,961,10014,台東縣成功鎮中華路139號,089-851017,089-853408,http://chenkon.myweb.hinet.net/,288932.578,2555549.2,1001402,
121.46119812153437,23.32670548852571,NP400,268613671,10411,0,"Nov 5, 2015 2:37:35 PM","Nov 5, 2015 2:37:35 PM",系統管理員,中華民國農會官網,長濱鄉農會,962,10014,台東縣長濱鄉長濱村7鄰58號,089-832089,089-832389,http://www.fast.org.tw/V14/main.asp,297164.276,2580536.095,1001408,
121.56286564263131,23.971905030722283,NP400,268613679,10411,0,"Nov 5, 2015 2:37:35 PM","Nov 5, 2015 2:37:35 PM",系統管理員,中華民國農會官網,吉安鄉農會,973,10015,花蓮縣吉安鄉吉安村22鄰吉安路二段90號,03-8521151-5,03-8525281,http://www.ji-an.org.tw/,307279.898,2652026.005,1001505,
120.64796814641267,24.223526408216124,NP400,268613180,10411,0,"Nov 5, 2015 2:36:56 PM","Nov 5, 2015 2:36:56 PM",系統管理員,中華民國農會官網,大雅區農會,428,66000,台中市大雅區中清路二段136號,04-25662216,04-25674007,http://dyfa.org.tw/office.html,214245.701,2679823.463,6601800,
120.62625294854621,24.346158539755788,NP400,268613186,10411,0,"Nov 5, 2015 2:36:56 PM","Nov 5, 2015 2:36:56 PM",系統管理員,中華民國農會官網,大甲區農會,437,66000,台中市大甲區文武路10號,04-26863990,04-26867624,http://www.tachia.org.tw/,212076.603,2693411.052,6601100,
120.55902587513778,24.23588770804314,NP400,268613189,10411,0,"Nov 5, 2015 2:36:57 PM","Nov 5, 2015 2:36:57 PM",系統管理員,中華民國農會官網,沙鹿區農會,433,66000,台中市沙鹿區興安里沙田路131號,04-26623111,04-26628332,http://www.naffic.org.tw/default2.aspx?EpfJdId9UuCJctf5vXgyGukgj2UO7wVv,205216.45,2681218.16,6601300,
121.56716966525352,24.988758096590892,NP400,268613195,10411,0,"Nov 5, 2015 2:36:57 PM","Nov 5, 2015 2:36:57 PM",系統管理員,中華民國農會官網,木柵區農會,116,63000,台北市文山區木柵路三段77號,02-29398021,02-29392121,http://www.muzha.org.tw/,307255.917,2764652.106,6300800,
121.54142394764395,24.993604572604607,NP400,268613198,10411,0,"Nov 5, 2015 2:36:57 PM","Nov 5, 2015 2:36:57 PM",系統管理員,中華民國農會官網,景美區農會,116,63000,台北市文山區景文街1號,02-29313446,02-29355028,http://www.jmfa.org.tw/,304654.686,2765178.303,6300800,
120.52906712855825,24.180979871209875,NP400,268613201,10411,0,"Nov 5, 2015 2:36:57 PM","Nov 5, 2015 2:36:57 PM",系統管理員,中華民國農會官網,龍井區農會,434,66000,台中市龍井區龍西里龍門路40號,04-26396511,04-26398395,http://www.fcic.org.tw/090/,202153.42,2675146.91,6602500,
