longitude,latitude,nptype,objid,yyymm,view_cnt,date_created,last_updated,man_created,providers,name,caseno,cntcode,addr,phone,fax,type,x,y,geom_twnspcode,man_last_updated
120.22104099292703,22.963626536471356,NP600,268712565,10411,12,"Nov 6, 2015 4:38:10 PM","Aug 12, 2018 6:59:26 AM",系統管理員,政府資料開放平臺,台糖公司產業工會聯合會,5,67000,台南市東區生產路68號,06-3378585,06-3378525,4,170124.03,2540467.24,6703200,
121.51560819468074,25.066014947570647,NP600,268712686,10411,3,"Nov 6, 2015 4:38:39 PM","May 21, 2018 2:23:57 PM",系統管理員,政府資料開放平臺,中華民國全國公務機關勞工總工會,56,63000,台北市大同區昌吉街55號2樓215-216室,02-25972631,02-25976453,5,302018.099,2773188.692,6300600,
121.466198883052,25.01149986153631,NP600,268712560,10411,3,"Nov 6, 2015 4:38:08 PM","Apr 12, 2017 12:34:18 PM",系統管理員,政府資料開放平臺,新北市各業工人總工會,58,65000,新北市板橋區中山路1段158巷14號1樓,02-2955-4876,29556799,3,297054.068,2767132.247,6500100,
120.72179063060986,24.259147924331856,NP600,268712561,10411,3,"Nov 6, 2015 4:38:09 PM","Nov 20, 2017 4:48:05 PM",系統管理員,政府資料開放平臺,台灣省傳統整復員職業工會聯合會,1,66000,台中市豐原區大順街43巷12號,04-25273785,04-25277123,4,221751.43,2683751.68,6600900,
121.57498834831394,25.07165651898747,NP600,268712643,10411,3,"Nov 6, 2015 4:38:28 PM","Mar 13, 2018 2:43:53 PM",系統管理員,政府資料開放平臺,中華民國汽車運輸業駕駛員全國總工會,13,63000,台北市內湖區舊宗路二段181巷10號,02-26599999,02-26599998,5,308006.243,2773837.745,6301000,
120.60148607560326,24.38628556251333,NP600,268712601,10411,1,"Nov 6, 2015 4:38:18 PM","May 10, 2016 10:19:17 AM",系統管理員,政府資料開放平臺,台灣省碾米業職業工會聯合會,43,66000,台中縣大安鄉永安村東西三路266號,04-22281417,,4,209576.283,2697862.272,6602200,
121.51568219977582,25.028934939410554,NP600,268712571,10411,3,"Nov 6, 2015 4:38:11 PM","Apr 12, 2017 12:32:38 PM",系統管理員,政府資料開放平臺,台灣電工器材業產業工會聯合會,13,63000,台北市中正區重慶南路3段17號4樓,02-23914725,02-23914274,4,302041.216,2769081.538,6300500,
120.67614835821698,24.161929229007935,NP600,268712590,10411,2,"Nov 6, 2015 4:38:15 PM","Apr 24, 2018 10:38:46 PM",系統管理員,政府資料開放平臺,台灣省音樂職業工會聯合會,32,66000,台中市大雅路220巷2之9號,04-22055084,04-22050647,4,217092.058,2672994.58,6600500,
121.49804019257482,25.130097053073428,NP600,268712573,10411,2,"Nov 6, 2015 4:38:11 PM","Apr 12, 2017 12:31:01 PM",系統管理員,政府資料開放平臺,台北市紡織染整業產業工會聯合會,15,63000,台北市大興街23巷7號3樓,02-28950174,,4,300219.517,2780280.166,6301200,
120.29376047005319,22.645875145904114,NP600,268712670,10411,5,"Nov 6, 2015 4:38:35 PM","Dec 26, 2017 5:29:48 PM",系統管理員,政府資料開放平臺,中華民國不動產服務全國總工會,40,64000,高雄市三民區十全二路331號16樓,07-3121848,07-3213044,5,177412.991,2505242.967,6400500,
121.52498360041288,25.049189146840288,NP600,268712635,10411,3,"Nov 6, 2015 4:38:27 PM","Dec 14, 2017 9:35:12 AM",系統管理員,政府資料開放平臺,全國金融業工會聯合總會,5,63000,台北市長安東路1段35號4樓,02-25814552,02-25814766,5,302971.204,2771328.61,6300400,
121.4922575609375,25.05669315732658,NP600,268712600,10411,2,"Nov 6, 2015 4:38:18 PM","Apr 12, 2017 12:34:55 PM",系統管理員,政府資料開放平臺,台灣省舊貨業職業工會聯合會,42,65000,台北縣三重市光明路119號,02-29769830,02-29769862,4,299666.046,2772147.382,6500200,
121.46402354565639,25.00063030382137,NP600,268712647,10411,2,"Nov 6, 2015 4:38:29 PM","Oct 30, 2017 4:45:39 PM",系統管理員,政府資料開放平臺,台灣建築行業職業工會全國聯合總工會,17,65000,台北縣板橋市重慶路249號15樓之1,02-29637290,07-7193147,5,296838.627,2765927.535,6500100,
121.75833100055927,24.760471014626884,NP600,268712688,10411,138,"Nov 6, 2015 4:38:40 PM","Sep 2, 2018 4:45:12 AM",系統管理員,政府資料開放平臺,台灣針織工職業工會總工會,58,10002,宜蘭縣宜蘭市新興路72巷11號3樓,03-9362681,03-9362681,5,326695.123,2739459.905,1000201,
121.46344731274057,25.00663273891183,NP600,268712648,10411,2,"Nov 6, 2015 4:38:30 PM","Apr 12, 2017 12:34:43 PM",系統管理員,政府資料開放平臺,中華民國製茶業工會全國聯合會,18,65000,台北縣板橋市重慶路89巷43號1樓,02-29591029,02-29573317,5,296778.188,2766592.191,6500100,
121.51913164770264,25.053082380667185,NP600,268712636,10411,8,"Nov 6, 2015 4:38:27 PM","Mar 16, 2018 11:19:01 AM",系統管理員,政府資料開放平臺,中華民國全國駕駛員職業總工會,6,63000,台北市南京西路61號2樓之1,02-25588246,02-25503478,5,302379.073,2771757.568,6300600,
120.31366959276743,22.58816329792475,NP600,268712667,10411,2,"Nov 6, 2015 4:38:34 PM","Jul 28, 2016 10:54:56 AM",系統管理員,政府資料開放平臺,中華民國全國碼頭工會聯合會,37,64000,高雄市前鎮區德昌路417號,07-8118251,07-8118009,5,179429.872,2498842.771,6400900,
121.0107404617422,24.827260665443607,NP600,268712607,10411,69,"Nov 6, 2015 4:38:20 PM","Sep 3, 2018 9:31:27 AM",系統管理員,政府資料開放平臺,台灣省汽車修理業職業工會聯合會,49,10004,新竹縣竹北市縣政八街25號2樓,03-5512501,03-5512501,4,251085.653,2746644.905,1000401,
120.6973430581804,24.13359412034276,NP600,268712593,10411,1,"Nov 6, 2015 4:38:16 PM","May 10, 2016 10:21:00 AM",系統管理員,政府資料開放平臺,台灣自來水股份有限公司產業工會,35,66000,台中市東光園路344號,04-22120622,04-22120585,4,219238.974,2669851.638,6600200,
121.52113278063705,25.04934786865941,NP600,268712672,10411,3,"Nov 6, 2015 4:38:36 PM","Oct 16, 2017 1:30:18 PM",系統管理員,政府資料開放平臺,中華民國洗染業職業工會全國聯合會,42,63000,台北市中山北路1段92號11樓之1,02-25215998,02-2536-2546,5,302582.579,2771344.689,6300400,
