longitude,latitude,nptype,objid,yyymm,view_cnt,date_created,last_updated,man_created,man_last_updated,data_class,area_type,providers,data_type,status,name,caseno,cntcode,addr,phone,member_num,member_rep_num,x,y,geom_twnspcode,est_dt,email,link,director,dir_session,dir_dt,dir_dt_start,dir_dt_end,director_name,supervisor,disband_dt
120.39597128537399,24.03365718462787,NP100-3,318887921,10709,0,"Sep 7, 2018 1:01:09 PM","Sep 7, 2018 1:03:59 PM",ETL,ETL,3,2,彰化縣政府,農業類,已登記,保證責任彰化縣慶全地瓜生產合作社,號,10007,彰化縣福興鄉頂粘村頂粘街447號,047709000,22,0,188560.38,2658882.47,1000706,,,,,,,,,,,
120.67834685808478,23.99529802254454,NP100-3,318887926,10709,0,"Sep 7, 2018 1:00:34 PM","Sep 7, 2018 1:03:59 PM",ETL,ETL,3,,,,已清算,有限責任南投縣立日新國民中學員生消費合作社,專投縣新字215號號,,南投縣草屯鎮稻香路45號,049-2333480,0,0,217273.19,2654539.75,1000803,064/09/04,t05568@mail.encntc.edu.tw,http://www.rsjhs.ntct.edu.tw,,,,,,,,
121.13282483097176,24.021814448892872,NP100-3,318887928,10709,0,"Sep 7, 2018 1:00:58 PM","Sep 7, 2018 1:03:59 PM",ETL,ETL,3,2,南投縣政府,消費類,已登記,有限責任國立仁愛高級農業職業學校員生消費合作社,專投縣新字240號,10008,南投縣仁愛鄉大同村山農巷27號,049-2802619,0,0,263511.54,2657445.39,1000813,071/06/22,chou@ravs.ntct.edu.tw,www.ravs.ntct.edu.tw,,,,,,,,
120.30950183097917,22.625723331945128,NP100-3,318887929,10709,0,"Sep 7, 2018 1:00:28 PM","Sep 7, 2018 1:03:59 PM",ETL,ETL,3,2,高雄市政府,消費類,已解散-其他法定事由解散,高雄商職員生消費合作社,號,64000,高雄市新興區五福二路3號,,0,0,179020.587,2503003.891,6400600,,,,,,,,,,,
120.66566409764222,23.96920256280973,NP100-3,318887931,10709,0,"Sep 7, 2018 1:00:39 PM","Sep 7, 2018 1:03:59 PM",ETL,ETL,3,2,南投縣政府,消費類,已登記,有限責任南投縣草屯鎮碧峰國民小學員生消費合作社,專投縣新字37號,10008,南投縣草屯鎮立人路439號,049-2334304-16,608,0,215975.91,2651652.73,1000803,044/02/28,,,,,,,,,,
120.46477000279174,23.47697001552746,NP100-3,318887933,10709,0,"Sep 7, 2018 1:00:26 PM","Sep 7, 2018 1:03:59 PM",ETL,ETL,3,2,嘉義市政府,消費類,已登記,有限責任國立嘉義高級中學員生消費合作社,專義縣新字第19號,10020,嘉義市東區大雅路二段738號,05-2762804,0,0,195326.479,2597202.746,1002001,064/01/24,,,,,,,,,,
120.68668710621027,23.91078297027292,NP100-3,318887934,10709,0,"Sep 7, 2018 1:00:57 PM","Sep 7, 2018 1:03:59 PM",ETL,ETL,3,2,南投縣政府,農業類,已登記,有限責任南投縣浩盛勞動合作社,號,10008,南投縣南投市民生街10號,0977-002178,0,0,218101.0,2645178.0,1000801,,,,,,,,,,,
120.67671640877677,23.91134925367925,NP100-3,318887935,10709,0,"Sep 7, 2018 1:00:28 PM","Sep 7, 2018 1:03:59 PM",ETL,ETL,3,2,南投縣政府,工業類,已登記,有限責任南投縣南投市陶藝生產合作社,專投縣社政字第004號,10008,南投縣南投市漳和里文林路73巷21號,2230278,0,0,217086.0,2645243.0,1000801,090/12/22,,,,,,,,,,
120.7867068388714,23.954405743093037,NP100-3,318887964,10709,0,"Sep 7, 2018 1:00:45 PM","Sep 7, 2018 1:03:59 PM",ETL,ETL,3,2,南投縣政府,農業類,已登記,保證責任南投縣內城合作農場,投府社合字第2477號,10008,南投縣中寮鄉內城村月桃巷81號,,0,0,228291.54,2649990.11,1000808,072/02/05,,,,,,,,,,
120.80988710789654,23.907056840321403,NP100-3,318887965,10709,0,"Sep 7, 2018 1:00:53 PM","Sep 7, 2018 1:03:59 PM",ETL,ETL,3,2,南投縣政府,農業類,已登記,保證責任南投縣和興合作農場,府農輔字第0920082245-0號,10008,南投縣中寮鄉和興村永樂路143-9號,049-2694755,0,0,230643.72,2644743.01,1000808,091/03/05,,,,,,,,,,
