longitude,latitude,nptype,objid,yyymm,view_cnt,date_created,last_updated,man_created,providers,name,cntcode,addr,x,y,geom_twnspcode,director,phone,man_last_updated
121.0125179325252,24.80667589668555,NP700,297053303,10610,27,"Nov 30, 2017 1:59:47 PM","Oct 18, 2018 5:05:48 PM",新竹市社區發展管理員,新竹市政府,新竹市東區建功社區發展協會,10018,新竹市東區千甲里千甲路7巷8號,251265.53,2744364.97,1001801,,,
120.9927421428171,24.79822094007543,NP700,297053299,10610,7,"Nov 30, 2017 1:59:47 PM","Jun 28, 2018 3:48:35 PM",新竹市社區發展管理員,新竹市政府,新竹市東區光明社區發展協會,10018,新竹市東區光明里光復路二段155巷10弄1-1號4樓,249266.2,2743428.47,1001801,,,
120.97913860603752,24.764797237328036,NP700,297053298,10610,15,"Nov 30, 2017 1:59:47 PM","Sep 17, 2018 11:12:43 PM",新竹市社區發展管理員,新竹市政府,新竹市東區明湖社區發展協會,10018,新竹市東區花園新城街17巷2-1號,247890.26,2739726.65,1001801,,,
120.99653423727092,24.79937466350732,NP700,297053302,10610,10,"Nov 30, 2017 1:59:47 PM","Aug 16, 2018 6:24:48 PM",新竹市社區發展管理員,新竹市政府,新竹市東區軍功社區發展協會,10018,新竹市東區軍功里建功一路51巷16號,249649.6,2743556.24,1001801,,,
120.98120251954658,24.80246221506495,NP700,297053300,10610,18,"Nov 30, 2017 1:59:47 PM","Sep 18, 2018 2:45:37 AM",新竹市社區發展管理員,新竹市政府,新竹市東區公園社區發展協會,10018,新竹市東區公園里體育街58號,248099.56,2743898.34,1001801,,,
120.98164128663772,24.778962356155436,NP700,297053301,10610,16,"Nov 30, 2017 1:59:47 PM","Oct 14, 2018 4:26:04 PM",新竹市社區發展管理員,新竹市政府,新竹市東區高峰社區發展協會,10018,新竹市東區高峰里高峰路414號,248143.57,2741295.52,1001801,,,
120.96513938540726,24.79947456263521,NP700,297053304,10610,18,"Nov 30, 2017 1:59:47 PM","Oct 16, 2018 11:33:33 PM",新竹市社區發展管理員,新竹市政府,新竹市東區福德社區發展協會,10018,新竹市東區林森路157號,246475.48,2743567.75,1001801,,,
121.00731715737716,24.792405054671455,NP700,297053309,10610,5,"Nov 30, 2017 1:59:47 PM","Apr 27, 2018 4:35:42 AM",新竹市社區發展管理員,新竹市政府,社團法人新竹市東區龍山社區發展協會,10018,新竹市東區光復路一段576巷56號,250739.83,2742784.31,1001801,,,
120.98344016048267,24.803411206925468,NP700,297053307,10610,14,"Nov 30, 2017 1:59:47 PM","Sep 30, 2018 9:48:52 PM",新竹市社區發展管理員,新竹市政府,新竹市東區東園社區發展協會,10018,新竹市東區忠孝路414號,248325.8,2744003.42,1001801,,,
121.00921125881247,24.78176677416808,NP700,297053308,10610,3,"Nov 30, 2017 1:59:47 PM","Feb 17, 2018 11:31:42 PM",新竹市社區發展管理員,新竹市政府,新竹市東區科園社區發展協會,10018,新竹市東區民享一街112-1號,250931.42,2741606.04,1001801,,,
120.99290387151977,24.801444076629448,NP700,297053306,10610,5,"Nov 30, 2017 1:59:47 PM","May 28, 2018 5:08:33 PM",新竹市社區發展管理員,新竹市政府,新竹市東區武功社區發展協會,10018,新竹市東區武功里建中一路58號,249282.57,2743785.46,1001801,,,
121.01296317537522,24.806949786990444,NP700,297053311,10610,0,"Nov 30, 2017 1:59:47 PM","Nov 30, 2017 1:59:47 PM",新竹市社區發展管理員,新竹市政府,新竹市東區千甲社區發展協會,10018,新竹市東區千甲里千甲路387號,251310.54,2744395.31,1001801,,,
121.00977191508659,24.793407724826857,NP700,297053310,10610,19,"Nov 30, 2017 1:59:47 PM","Oct 17, 2018 2:08:46 AM",新竹市社區發展管理員,新竹市政府,新竹市東區埔頂社區發展協會,10018,新竹市東區埔頂里100巷30號,250988.02,2742895.38,1001801,,,
